TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
2808.5064,811.056,519.049,-193.065,656.25,2012.5,-936.25,-136.8,-186.96,-85.12
2808.5564,810.751,520.757,-190.93,761.25,2213.75,-507.5,-139.84,-191.52,-72.96
2808.6064,808.128,520.94,-194.468,778.75,1916.25,-700.0,-129.2,-196.08,-77.52
2808.6564,818.193,521.184,-190.259,743.75,1925.0,-726.25,-123.12,-199.12,-72.96
2808.7064,808.738,515.877,-188.978,953.75,1715.0,-446.25,-133.76,-197.6,-92.72
2808.7564,810.629,517.768,-193.065,1662.5,341.25,-192.5,-138.32,-188.48,-83.6
2808.8064,822.463,521.367,-197.396,2572.5,-586.25,-393.75,-129.2,-182.4,-69.92
2808.8565,816.729,508.74,-195.627,3710.0,-1102.5,-542.5,-124.64,-190.0,-56.24
2808.9064,803.614,516.304,-202.337,6063.75,-3237.5,-892.5,-127.68,-194.56,-89.68
2808.9565,803.98,516.792,-213.073,5416.25,-3701.25,-691.25,-152.0,-183.92,-79.04
2809.0064,803.248,505.873,-228.994,3657.5,-3360.0,-560.0,-142.88,-186.96,-56.24
2809.0564,809.775,511.973,-241.56,2712.5,-70.0,-1968.75,-123.12,-185.44,-65.36
2809.1064,799.954,523.624,-246.501,1155.0,1531.25,-1960.0,-138.32,-193.04,-74.48
2809.1564,801.174,516.182,-243.512,-2283.75,3990.0,87.5,-136.8,-196.08,-68.4
2809.2064,799.588,507.459,-234.972,-2555.0,3745.0,-35.0,-141.36,-194.56,-74.48
2809.2565,803.37,507.276,-227.347,148.75,2476.25,-1443.75,-136.8,-186.96,-62.32
2809.3064,808.067,517.646,-226.005,945.0,2038.75,-1295.0,-144.4,-191.52,-60.8
2809.3564,812.215,519.659,-218.99,927.5,2108.75,-428.75,-130.72,-190.0,-68.4
2809.4064,833.26,506.849,-217.343,4690.0,-638.75,-1015.0,-138.32,-186.96,-71.44
2809.4564,832.772,449.753,-209.962,11786.25,-2327.5,-2826.25,-136.8,-193.04,-65.36
2809.5064,849.974,304.207,-232.044,45911.25,2975.0,-24876.25,-127.68,-209.76,-60.8
2809.5564,803.919,374.723,-314.028,102226.25,30353.75,-57898.75,-141.36,-217.36,-51.68
2809.6064,771.223,441.823,-369.355,122115.0,45447.5,-71443.75,-117.04,-226.48,-57.76
2809.6564,700.951,563.091,-399.001,119245.0,52885.0,-75258.75,-130.72,-259.92,-63.84
2809.7064,677.832,634.461,-423.645,113531.25,48072.5,-71015.0,-106.4,-285.76,-57.76
2809.7564,644.282,670.268,-410.652,77971.25,35437.5,-49227.5,-91.2,-316.16,-71.44
2809.8064,663.68,650.565,-399.672,42078.75,18296.25,-25655.0,-98.8,-329.84,-69.92
2809.8564,668.438,620.309,-408.761,26888.75,14743.75,-12127.5,-83.6,-332.88,-74.48
2809.9064,692.899,588.284,-406.26,16100.0,6230.0,-1636.25,-83.6,-334.4,-71.44
2809.9564,695.095,548.878,-409.859,9826.25,3946.25,1828.75,-76.0,-331.36,-76.0
2810.0064,718.031,554.49,-416.752,7507.5,6562.5,2397.5,-100.32,-338.96,-63.84
2810.0564,693.57,534.787,-415.105,3036.25,5853.75,3500.0,-85.12,-343.52,-57.76
2810.1064,722.301,528.138,-413.702,2476.25,3692.5,2773.75,-92.72,-331.36,-63.84
2810.1564,718.336,518.744,-410.286,1321.25,4488.75,2458.75,-82.08,-335.92,-66.88
2810.2064,721.203,523.624,-409.371,918.75,4585.0,2240.0,-91.2,-332.88,-74.48
2810.2564,721.264,516.975,-409.066,787.5,4261.25,2126.25,-91.2,-329.84,-44.08
2810.3064,724.558,523.075,-405.955,621.25,4445.0,1583.75,-97.28,-325.28,-60.8
2810.3564,723.033,519.72,-410.286,490.0,4856.25,953.75,-94.24,-332.88,-62.32
2810.4064,714.066,514.779,-403.942,166.25,3657.5,1023.75,-94.24,-323.76,-69.92
2810.4564,724.375,526.735,-413.519,148.75,3745.0,1041.25,-100.32,-323.76,-48.64
2810.5064,725.778,513.132,-403.21,-2345.0,4515.0,673.75,-95.76,-342.0,-63.84
2810.5564,728.523,513.376,-407.358,-1837.5,4690.0,691.25,-103.36,-334.4,-77.52
2810.6064,729.255,515.145,-400.099,-1925.0,4690.0,-43.75,-97.28,-325.28,-71.44
2810.6564,727.669,513.193,-398.452,-446.25,4331.25,428.75,-106.4,-328.32,-71.44
2810.7064,730.78,511.912,-398.635,227.5,3876.25,568.75,-95.76,-331.36,-56.24
2810.7564,734.318,517.158,-399.916,17.5,4445.0,78.75,-101.84,-329.84,-69.92
2810.8064,736.636,517.341,-395.524,-577.5,5057.5,-131.25,-109.44,-325.28,-85.12
2810.8564,730.597,511.607,-395.158,-1522.5,4515.0,227.5,-98.8,-329.84,-69.92
2810.9064,736.27,516.426,-389.729,-1890.0,3955.0,-78.75,-101.84,-329.84,-65.36
2810.9564,732.793,517.097,-390.339,-2353.75,3508.75,61.25,-97.28,-326.8,-63.84
2811.0064,736.697,519.964,-389.119,-3316.25,3053.75,980.0,-100.32,-316.16,-69.92
2811.0564,730.597,530.151,-389.851,-4865.0,2948.75,2161.25,-110.96,-328.32,-88.16
2811.1064,721.081,577.243,-399.855,-10640.0,971.25,8303.75,-92.72,-325.28,-71.44
2811.1564,654.286,691.496,-401.624,-44257.5,-14297.5,33223.75,-107.92,-311.6,-65.36
2811.2066,683.627,654.53,-393.694,-83772.5,-39873.75,51931.25,-115.52,-299.44,-57.76
2811.2564,692.411,524.661,-394.975,-116917.5,-52150.0,66535.0,-123.12,-276.64,-76.0
2811.3065,767.441,455.975,-389.79,-119533.75,-52386.25,70778.75,-127.68,-256.88,-79.04
2811.3564,791.719,365.695,-358.192,-101990.0,-44520.0,64898.75,-120.08,-240.16,-50.16
2811.4064,813.252,376.065,-342.82,-70297.5,-37397.5,47661.25,-130.72,-211.28,-36.48
2811.4564,841.556,376.919,-340.746,-53576.25,-28227.5,35297.5,-130.72,-185.44,-41.04
2811.5064,854.976,377.834,-341.966,-32436.25,-17333.75,16581.25,-133.76,-180.88,-31.92
2811.5564,829.844,388.448,-349.103,-19337.5,-3666.25,4261.25,-132.24,-171.76,-27.36
2811.6064,806.298,425.963,-339.648,-4208.75,-1496.25,-9905.0,-141.36,-171.76,-24.32
2811.6564,778.055,448.838,-346.236,1128.75,-385.0,-13396.25,-141.36,-176.32,-13.68
2811.7064,778.36,496.296,-349.408,-341.25,192.5,-11611.25,-135.28,-190.0,-22.8
2811.7564,779.336,500.017,-349.774,-4891.25,3088.75,-7140.0,-142.88,-179.36,-30.4
2811.8064,776.591,507.642,-345.687,-6807.5,4068.75,-5127.5,-124.64,-186.96,-13.68
2811.8564,769.942,496.479,-339.587,-10001.25,7218.75,-3981.25,-138.32,-191.52,-25.84
2811.9064,775.371,498.919,-329.522,-7840.0,6772.5,-3290.0,-150.48,-185.44,-24.32
2811.9564,782.02,496.662,-318.237,-5792.5,10552.5,-2318.75,-142.88,-190.0,-28.88
2812.0064,777.445,503.067,-302.682,-1662.5,10053.75,-3018.75,-132.24,-199.12,-34.96
2812.0564,778.909,507.154,-293.898,140.0,10648.75,-2423.75,-133.76,-190.0,-24.32
2812.1064,778.116,512.888,-291.275,997.5,8260.0,-1977.5,-153.52,-191.52,-28.88
2812.1564,779.214,515.328,-286.944,1120.0,6606.25,-1706.25,-136.8,-194.56,-38.0
2812.2064,782.996,513.864,-284.382,-210.0,5495.0,-1181.25,-133.76,-190.0,-47.12
2812.2564,774.334,511.119,-286.151,455.0,2257.5,-787.5,-136.8,-190.0,-18.24
2812.3064,791.841,515.45,-293.105,166.25,2432.5,-735.0,-138.32,-205.2,-30.4
2812.3564,785.741,511.18,-288.835,-533.75,4978.75,-997.5,-127.68,-194.56,-48.64
2812.4064,780.312,504.165,-290.055,927.5,3211.25,-1155.0,-141.36,-208.24,-42.56
2812.4564,782.569,506.971,-289.323,3307.5,1960.0,-1758.75,-129.2,-194.56,-47.12
2812.5064,789.035,483.669,-291.275,6046.25,962.5,-3430.0,-130.72,-209.76,-36.48
2812.5564,789.584,471.713,-294.508,13098.75,2817.5,-7988.75,-129.2,-199.12,-41.04
2812.6064,805.627,475.007,-308.66,27711.25,8820.0,-19066.25,-130.72,-203.68,-41.04
2812.6564,784.277,481.473,-308.721,34142.5,13405.0,-24841.25,-129.2,-202.16,-47.12
2812.7064,755.912,523.502,-325.496,40311.25,17377.5,-29076.25,-135.28,-220.4,-30.4
2812.7564,749.385,550.281,-349.225,40407.5,18760.0,-28542.5,-117.04,-244.72,-54.72
2812.8064,732.732,569.862,-342.881,33635.0,16747.5,-25961.25,-123.12,-243.2,-38.0
2812.8564,732.61,556.869,-346.907,27956.25,14297.5,-20046.25,-121.6,-250.8,-41.04
2812.9064,727.425,544.425,-350.445,26705.0,13536.25,-17543.75,-127.68,-244.72,-53.2
2812.9564,733.098,544.547,-353.495,27833.75,13300.0,-18567.5,-123.12,-259.92,-45.6
2813.0064,717.665,519.476,-355.752,32366.25,12722.5,-21673.75,-107.92,-272.08,-42.56
2813.0564,736.026,454.572,-365.024,52228.75,13527.5,-32970.0,-112.48,-273.6,-47.12
2813.1064,703.452,402.661,-371.063,69282.5,18156.25,-51205.0,-114.0,-291.84,-51.68
2813.1564,672.708,409.432,-435.906,104623.75,29601.25,-66946.25,-112.48,-314.64,-47.12
2813.2064,633.18,486.353,-476.654,125405.0,20291.25,-88191.25,-97.28,-348.08,-33.44
2813.2564,603.107,617.503,-582.916,127443.75,28306.25,-92933.75,-63.84,-364.8,-3.04
2813.3064,574.62,730.475,-626.47,82862.5,16283.75,-57916.25,-53.2,-378.48,4.56
2813.3564,534.543,666.852,-608.78,32943.75,2966.25,-11935.0,-50.16,-387.6,12.16
2813.4064,552.538,607.194,-603.778,13300.0,-778.75,3158.75,-59.28,-390.64,28.88
2813.4564,596.336,504.043,-593.591,7280.0,288.75,2038.75,-50.16,-390.64,33.44
2813.5064,601.521,514.962,-605.059,7113.75,2896.25,-4882.5,-41.04,-384.56,33.44
2813.5566,596.885,510.204,-596.641,4917.5,3351.25,-10018.75,-47.12,-392.16,25.84
2813.6064,588.406,520.269,-598.898,5285.0,6107.5,-7647.5,-54.72,-399.76,28.88
2813.6565,582.245,515.816,-602.009,3640.0,6160.0,-4628.75,-45.6,-408.88,34.96
2813.7064,578.89,519.171,-594.628,5783.75,9555.0,-4488.75,-45.6,-390.64,30.4
2813.7564,564.006,515.572,-600.423,5608.75,9423.75,-4226.25,-38.0,-405.84,27.36
2813.8064,601.277,563.762,-610.061,1592.5,6746.25,2485.0,-48.64,-396.72,34.96
2813.8564,603.839,515.328,-603.656,-883.75,10972.5,8776.25,-54.72,-402.8,12.16
2813.9064,579.378,495.076,-594.14,-6921.25,14603.75,9143.75,-54.72,-386.08,36.48
2813.9564,592.432,477.447,-568.825,-5495.0,12757.5,3788.75,-54.72,-383.04,12.16
2814.0064,614.514,486.597,-560.712,-1146.25,8268.75,647.5,-62.32,-396.72,7.6
2814.0564,625.555,510.448,-552.355,-17.5,7271.25,43.75,-59.28,-381.52,10.64
2814.1064,623.908,506.666,-554.673,-2038.75,7735.0,1715.0,-56.24,-389.12,3.04
2814.1564,624.762,501.237,-553.026,-1513.75,6667.5,2345.0,-83.6,-378.48,25.84
2814.2064,628.178,506.361,-551.928,-2196.25,5512.5,2528.75,-57.76,-383.04,10.64
2814.2564,630.008,498.248,-548.207,-2485.0,5740.0,1890.0,-53.2,-367.84,4.56
2814.3064,615.368,496.113,-545.157,-1977.5,1513.75,3508.75,-51.68,-390.64,9.12
2814.3564,648.796,504.592,-550.525,-1181.25,-201.25,4068.75,-57.76,-392.16,-10.64
2814.4064,657.58,508.069,-554.917,-1986.25,3325.0,4550.0,-53.2,-381.52,-9.12
2814.4564,656.177,500.688,-557.235,-3858.75,8662.5,5040.0,-57.76,-373.92,12.16
2814.5064,655.018,494.649,-549.915,-2633.75,12372.5,6825.0,-57.76,-381.52,-1.52
2814.5564,618.113,463.783,-536.617,-3036.25,12398.75,12538.75,-63.84,-375.44,-12.16
2814.6064,683.932,473.848,-521.977,1741.25,7682.5,11392.5,-83.6,-366.32,-3.04
2814.6564,653.737,485.743,-530.517,1452.5,8461.25,7621.25,-80.56,-367.84,-1.52
2814.7064,664.046,465.491,-531.554,-3351.25,7892.5,4663.75,-76.0,-349.6,-27.36
2814.7564,707.112,466.711,-506.422,-1636.25,5110.0,2668.75,-80.56,-367.84,-12.16
2814.8064,674.538,458.72,-517.097,-2406.25,7061.25,560.0,-80.56,-367.84,-24.32
2814.8564,684.969,456.524,-503.921,-857.5,5915.0,-1015.0,-89.68,-352.64,-28.88
2814.9064,685.884,465.979,-500.078,218.75,3850.0,140.0,-83.6,-358.72,-6.08
2814.9564,693.082,474.214,-516.06,-551.25,4296.25,-306.25,-60.8,-354.16,-16.72
2815.0064,697.047,468.175,-502.701,-1295.0,4812.5,-857.5,-89.68,-363.28,-18.24
2815.0564,692.35,464.393,-505.202,-603.75,3850.0,-393.75,-76.0,-370.88,-22.8
2815.1064,688.385,467.382,-503.799,-735.0,3552.5,280.0,-82.08,-357.2,-16.72
2815.1564,693.021,466.223,-504.592,-743.75,3552.5,175.0,-74.48,-358.72,-19.76
2815.2064,693.326,465.979,-509.167,-306.25,3010.0,315.0,-83.6,-346.56,-13.68
2815.2564,697.413,467.077,-507.459,-323.75,3176.25,385.0,-92.72,-358.72,-25.84
2815.3064,684.725,470.554,-505.568,-796.25,2852.5,621.25,-80.56,-360.24,-28.88
2815.3564,685.884,456.402,-509.35,-1181.25,1487.5,691.25,-82.08,-358.72,-24.32
2815.4064,716.14,479.826,-508.374,-323.75,3928.75,358.75,-74.48,-352.64,-18.24
2815.4564,686.799,454.633,-501.298,-1102.5,4313.75,-533.75,-77.52,-357.2,-16.72
2815.5064,707.844,465.857,-493.917,210.0,4042.5,-673.75,-83.6,-352.64,-22.8
2815.5564,692.899,458.049,-497.028,2476.25,2275.0,-2598.75,-82.08,-348.08,-13.68
2815.6064,696.986,477.935,-510.448,411.25,6063.75,-376.25,-83.6,-355.68,-21.28
2815.6564,705.648,467.138,-498.126,271.25,3351.25,-175.0,-88.16,-363.28,-4.56
2815.7064,699.609,466.223,-506.117,542.5,3036.25,192.5,-77.52,-354.16,-12.16
2815.7564,700.097,462.502,-498.431,105.0,3272.5,1286.25,-76.0,-357.2,-16.72
2815.8064,699.426,463.722,-503.86,-761.25,2931.25,831.25,-85.12,-361.76,-33.44
2815.8564,707.051,459.513,-494.466,-551.25,3823.75,-420.0,-85.12,-351.12,-31.92
2815.9064,701.378,460.733,-496.845,0.0,2975.0,-1277.5,-62.32,-355.68,-25.84
2815.9564,699.914,464.393,-502.457,-490.0,3386.25,-612.5,-92.72,-352.64,-22.8
2816.0066,702.659,460.977,-498.431,437.5,2563.75,358.75,-85.12,-355.68,-33.44
2816.0564,692.594,456.463,-505.568,-78.75,2502.5,568.75,-92.72,-342.0,-27.36
2816.1065,705.77,456.951,-500.2,78.75,2143.75,-236.25,-72.96,-349.6,-31.92
2816.1564,697.901,462.258,-507.154,-743.75,4663.75,-1478.75,-85.12,-348.08,-19.76
2816.2064,700.707,461.221,-500.81,-1855.0,5040.0,-735.0,-89.68,-345.04,-22.8
2816.2564,701.744,457.134,-496.54,-1942.5,5425.0,-385.0,-77.52,-358.72,-31.92
2816.3064,702.903,459.452,-492.209,-542.5,4952.5,-2126.25,-86.64,-338.96,-19.76
2816.3564,698.267,458.781,-496.967,350.0,4576.25,-1513.75,-69.92,-345.04,-31.92
2816.4064,702.537,469.395,-487.634,280.0,2555.0,-927.5,-80.56,-343.52,-34.96
2816.4564,717.177,478.118,-495.076,-1723.75,5005.0,411.25,-89.68,-351.12,-31.92
2816.5064,703.696,477.447,-491.904,-3071.25,2703.75,2187.5,-85.12,-346.56,-33.44
2816.5564,701.805,489.891,-489.647,-5617.5,1443.75,6151.25,-72.96,-351.12,-25.84
2816.6064,701.073,516.243,-496.418,-11261.25,-1890.0,11112.5,-76.0,-348.08,-27.36
2816.6564,698.267,551.623,-515.938,-33171.25,-778.75,23056.25,-85.12,-334.4,-9.12
2816.7064,666.181,556.32,-490.867,-54162.5,-11856.25,28708.75,-100.32,-332.88,-33.44
2816.7564,700.829,451.339,-484.218,-75582.5,-17246.25,37432.5,-94.24,-310.08,-44.08
2816.8064,735.843,460.367,-456.219,-61783.75,-20431.25,44038.75,-103.36,-305.52,-45.6
2816.8564,737.795,451.583,-448.96,-62160.0,-14306.25,45701.25,-97.28,-291.84,-51.68
2816.9064,736.27,443.104,-433.588,-59106.25,-9563.75,45928.75,-121.6,-281.2,-56.24
2816.9564,744.505,455.365,-426.451,-54398.75,-11935.0,44633.75,-135.28,-262.96,-57.76
2817.0064,754.204,480.436,-410.103,-63105.0,-11725.0,46891.25,-136.8,-240.16,-47.12
2817.0564,738.893,435.967,-388.326,-70245.0,-21227.5,44563.75,-117.04,-228.0,-72.96
2817.1064,785.314,439.871,-388.143,-79520.0,-24972.5,40547.5,-139.84,-221.92,-41.04
2817.1564,782.996,454.511,-364.048,-84875.0,-33136.25,28910.0,-138.32,-202.16,-47.12
2817.2064,837.408,401.868,-380.945,-95418.75,-42507.5,25961.25,-138.32,-185.44,-47.12
2817.2564,832.162,370.148,-353.251,-65012.5,-22741.25,20370.0,-145.92,-185.44,-16.72
2817.3064,822.097,373.32,-353.556,-49026.25,-16843.75,17097.5,-142.88,-173.28,-21.28
2817.3564,835.944,382.592,-336.293,-21367.5,-5460.0,8592.5,-156.56,-162.64,1.52
2817.4064,815.082,418.643,-330.986,-2913.75,4760.0,-4138.75,-138.32,-177.84,-21.28
2817.4564,814.655,463.112,-327.265,1715.0,9843.75,-9108.75,-152.0,-162.64,-18.24
2817.5064,803.065,482.266,-334.28,-183.75,10438.75,-10736.25,-155.04,-170.24,-27.36
2817.5564,795.257,500.322,-317.261,-2913.75,12407.5,-8697.5,-138.32,-186.96,-27.36
2817.6064,770.552,491.294,-307.074,-5005.0,9467.5,-4217.5,-139.84,-180.88,-33.44
2817.6564,774.09,492.087,-301.279,-4235.0,5425.0,-3701.25,-145.92,-177.84,-33.44
2817.7064,774.273,499.163,-297.253,-2353.75,3045.0,-4970.0,-147.44,-188.48,-39.52
2817.7564,775.92,499.346,-300.059,-140.0,1872.5,-5381.25,-139.84,-194.56,-38.0
2817.8064,787.327,513.437,-303.048,-157.5,1347.5,-5643.75,-121.6,-193.04,-19.76
2817.8564,782.142,512.278,-301.096,-297.5,5250.0,-4987.5,-135.28,-188.48,-25.84
2817.9064,773.663,515.999,-297.009,-280.0,3683.75,-4646.25,-152.0,-200.64,-44.08
2817.9564,774.151,514.108,-296.765,516.25,3010.0,-3780.0,-148.96,-199.12,-38.0
2818.0064,774.334,521.672,-297.863,1452.5,1487.5,-2607.5,-141.36,-209.76,-21.28
2818.0564,776.652,521.184,-301.645,1461.25,2012.5,-2030.0,-145.92,-190.0,-15.2
2818.1064,778.482,523.441,-300.425,883.75,3832.5,-1120.0,-144.4,-200.64,-38.0
2818.1564,774.151,524.905,-297.863,-1146.25,4655.0,-498.75,-144.4,-196.08,-38.0
2818.2064,775.737,516.243,-298.961,-1575.0,4663.75,113.75,-133.76,-193.04,-31.92
2818.2564,778.665,518.317,-297.924,-560.0,3517.5,61.25,-145.92,-200.64,-27.36
2818.3064,774.029,514.413,-299.327,-52.5,2966.25,-70.0,-138.32,-190.0,-21.28
2818.3566,791.353,520.94,-298.656,-516.25,3806.25,-726.25,-147.44,-202.16,-34.96
2818.4064,774.029,512.888,-289.933,918.75,5005.0,-1093.75,-150.48,-208.24,-48.64
2818.4565,779.641,521.184,-290.726,682.5,4060.0,-1592.5,-144.4,-205.2,-25.84
2818.5064,778.665,517.89,-290.665,78.75,3290.0,-1225.0,-141.36,-188.48,-22.8
2818.5564,779.153,518.378,-292.678,-52.5,2712.5,-866.25,-147.44,-191.52,-31.92
2818.6064,777.262,519.476,-291.58,376.25,2520.0,-1400.0,-141.36,-205.2,-42.56
2818.6565,781.41,514.718,-293.715,1015.0,2196.25,-1216.25,-136.8,-205.2,-38.0
2818.7064,777.262,521.367,-294.264,551.25,3045.0,-1207.5,-132.24,-196.08,-25.84
2818.7564,779.153,521.184,-293.654,743.75,2651.25,-1338.75,-132.24,-202.16,-47.12
2818.8064,775.615,521.367,-291.946,140.0,3325.0,-1137.5,-141.36,-185.44,-38.0
2818.8564,773.602,517.341,-295.362,376.25,2896.25,-770.0,-135.28,-200.64,-42.56
2818.9064,778.726,522.587,-295.24,52.5,3132.5,-848.75,-132.24,-200.64,-24.32
2818.9564,775.188,517.219,-292.8,-595.0,4278.75,-743.75,-139.84,-190.0,-28.88
2819.0064,777.933,518.195,-291.58,-157.5,3596.25,-813.75,-148.96,-190.0,-48.64
2819.0564,773.48,517.036,-293.837,673.75,3316.25,-630.0,-147.44,-203.68,-41.04
2819.1064,789.096,524.295,-290.055,183.75,3640.0,-1767.5,-136.8,-202.16,-36.48
2819.1564,778.177,518.439,-289.567,332.5,5460.0,-1767.5,-147.44,-205.2,-36.48
2819.2064,780.8,525.027,-286.517,551.25,4173.75,-1513.75,-139.84,-203.68,-47.12
2819.2564,777.994,520.086,-284.016,691.25,3981.25,-770.0,-147.44,-191.52,-42.56
2819.3064,776.774,520.94,-284.626,1198.75,3508.75,-787.5,-135.28,-197.6,-54.72
2819.3564,775.188,524.6,-287.859,945.0,2546.25,-717.5,-136.8,-203.68,-38.0
2819.4064,783.057,517.402,-289.323,236.25,2178.75,-463.75,-135.28,-196.08,-30.4
2819.4564,779.092,518.805,-291.031,358.75,2738.75,-901.25,-130.72,-196.08,-47.12
2819.5064,784.338,518.256,-291.336,87.5,3158.75,-1653.75,-142.88,-209.76,-42.56
2819.5564,777.201,519.964,-291.824,131.25,2808.75,-1706.25,-141.36,-200.64,-13.68
2819.6064,777.567,521.794,-288.469,26.25,1592.5,-1653.75,-132.24,-206.72,-30.4
2819.6564,783.728,523.502,-291.519,-245.0,3228.75,-1452.5,-142.88,-191.52,-48.64
2819.7064,778.482,515.938,-287.371,778.75,2782.5,-2108.75,-147.44,-203.68,-54.72
2819.7564,778.36,503.799,-284.138,3885.0,2073.75,-4191.25,-123.12,-215.84,-38.0
2819.8064,773.968,508.252,-291.824,8391.25,717.5,-7166.25,-127.68,-205.2,-28.88
2819.8564,790.194,509.96,-296.094,11165.0,3062.5,-10963.75,-133.76,-205.2,-36.48
2819.9064,771.162,515.816,-298.961,15225.0,8478.75,-12547.5,-145.92,-209.76,-28.88
2819.9564,764.269,538.691,-309.514,17482.5,6125.0,-13947.5,-138.32,-214.32,-39.52
2820.0064,753.35,531.432,-316.895,16642.5,7962.5,-13991.25,-132.24,-224.96,-33.44
2820.0564,744.2,523.258,-324.947,21358.75,5608.75,-17307.5,-136.8,-221.92,-31.92
2820.1064,731.817,513.437,-339.099,25007.5,2458.75,-19915.0,-135.28,-231.04,-50.16
2820.1564,750.483,500.566,-363.804,34781.25,11873.75,-24981.25,-130.72,-238.64,-50.16
2820.2064,809.653,540.887,-354.166,33416.25,26530.0,-32663.75,-120.08,-246.24,-28.88
2820.2564,740.174,449.875,-350.262,54888.75,37957.5,-45053.75,-115.52,-270.56,-30.4
2820.3064,714.432,322.568,-339.16,90098.75,44213.75,-72012.5,-115.52,-273.6,-53.2
2820.3564,626.897,472.872,-453.901,161306.25,56997.5,-106496.25,-106.4,-316.16,-45.6
2820.4064,554.429,520.086,-527.101,178036.25,44301.25,-116856.25,-57.76,-352.64,-31.92
2820.4564,542.717,663.619,-623.725,155968.75,40626.25,-113916.25,-59.28,-386.08,-1.52
2820.5064,515.45,739.991,-687.653,106408.75,29907.5,-94036.25,-38.0,-401.28,6.08
2820.5564,469.578,763.903,-622.383,59745.0,8986.25,-34352.5,-44.08,-427.12,22.8
2820.6064,512.461,627.141,-640.622,24955.0,11138.75,15802.5,-31.92,-425.6,28.88
2820.6564,558.943,541.009,-622.322,12040.0,7420.0,18523.75,-25.84,-422.56,42.56
